Datasource,Campaign,Daily,Clicks,Impressions
Twitter Ads,SN_Specials,08/08/19,1,35
Twitter Ads,SN_Specials,08/11/19,0,9
Twitter Ads,SN_Specials,08/14/19,0,30
Twitter Ads,SN_Specials,08/17/19,0,10
Twitter Ads,SN_Specials,08/20/19,0,28
Twitter Ads,SN_Specials,08/23/19,2,50
Twitter Ads,SN_Specials,08/26/19,2,37
Twitter Ads,SN_Specials,08/29/19,0,33
Twitter Ads,SN_Specials,09/01/19,1,32
Twitter Ads,SN_Specials,09/04/19,0,29
Twitter Ads,SN_Specials,09/07/19,0,31
Twitter Ads,SN_Specials,09/10/19,0,55
Twitter Ads,SN_Specials,09/13/19,0,438
Twitter Ads,SN_Specials,09/16/19,2,26
Twitter Ads,SN_Specials,09/19/19,1,31
Twitter Ads,SN_Specials,09/22/19,0,21
Twitter Ads,SN_Specials,09/25/19,0,26
Twitter Ads,SN_Specials,09/28/19,1,28
Twitter Ads,SN_Specials,10/01/19,1,19
Twitter Ads,SN_Specials,10/04/19,2,73
Twitter Ads,SN_Specials,10/07/19,0,54
Twitter Ads,SN_Specials,10/10/19,0,28
Twitter Ads,SN_Specials,10/13/19,0,31
Twitter Ads,SN_Specials,10/16/19,1,23
Twitter Ads,SN_Specials,10/19/19,0,47
Twitter Ads,SN_Specials,10/22/19,0,56
Twitter Ads,SN_Specials,10/25/19,1,220
Twitter Ads,SN_Specials,10/28/19,0,53
Twitter Ads,SN_Specials,10/31/19,1,31
Twitter Ads,SN_Specials,11/03/19,0,72
Twitter Ads,SN_Specials,11/06/19,0,40
Twitter Ads,SN_Specials,11/09/19,0,62
Twitter Ads,SN_Specials,11/12/19,1,42
Twitter Ads,SN_Specials,11/15/19,2,35
Twitter Ads,SN_Specials,11/18/19,1,23
Twitter Ads,SN_Specials,11/21/19,0,21
Twitter Ads,SN_Specials,11/24/19,2,23
Twitter Ads,SN_Specials,11/27/19,3,30
Twitter Ads,SN_Specials,11/30/19,2,19
Twitter Ads,SN_Specials,12/03/19,1,18
Twitter Ads,SN_Specials,12/06/19,1,17
Twitter Ads,SN_Specials,12/09/19,2,23
Twitter Ads,SN_Specials,12/12/19,0,5
Twitter Ads,SN_Specials,12/15/19,0,4
Twitter Ads,SN_Specials,12/18/19,1,15
Twitter Ads,SN_Specials,12/21/19,6,11
Twitter Ads,SN_Specials,12/24/19,3,11
Twitter Ads,SN_Specials,12/27/19,2,23
Twitter Ads,SN_Specials,12/30/19,1,27
Twitter Ads,SN_Specials,01/02/20,0,24
Twitter Ads,SN_Specials,01/05/20,2,29
Twitter Ads,SN_Specials,01/08/20,2,25
Twitter Ads,SN_Specials,01/11/20,1,73
Twitter Ads,SN_Specials,01/14/20,2,47
Twitter Ads,SN_Specials,01/17/20,1,223
Twitter Ads,SN_Specials,01/20/20,0,26
Twitter Ads,SN_Specials,01/23/20,0,23
Twitter Ads,SN_Specials,01/26/20,4,29
Twitter Ads,SN_Specials,01/29/20,1,62
Twitter Ads,SN_Specials,02/01/20,0,12
Twitter Ads,SN_Specials,02/04/20,1,31
Twitter Ads,SN_Specials,02/07/20,1,31
Twitter Ads,SN_Specials,02/10/20,1,39
Twitter Ads,SN_Specials,02/13/20,0,25
Twitter Ads,SN_Wettbewerber,01/02/19,0,22
Twitter Ads,SN_Wettbewerber,01/05/19,3,11
Twitter Ads,SN_Wettbewerber,01/08/19,0,35
Twitter Ads,SN_Wettbewerber,01/11/19,1,16
Twitter Ads,SN_Wettbewerber,01/14/19,2,27
Twitter Ads,SN_Wettbewerber,01/17/19,0,23
Twitter Ads,SN_Wettbewerber,01/20/19,0,11
Twitter Ads,SN_Wettbewerber,01/23/19,0,15
Twitter Ads,SN_Wettbewerber,01/26/19,0,12
Twitter Ads,SN_Wettbewerber,01/29/19,0,15
Twitter Ads,SN_Wettbewerber,02/01/19,0,13
Twitter Ads,SN_Wettbewerber,02/04/19,1,14
Twitter Ads,SN_Wettbewerber,02/07/19,1,20
Twitter Ads,SN_Wettbewerber,02/10/19,0,22
Twitter Ads,SN_Wettbewerber,02/13/19,0,31
Twitter Ads,SN_Wettbewerber,02/16/19,0,13
Twitter Ads,SN_Wettbewerber,02/19/19,0,17
Twitter Ads,SN_Wettbewerber,02/22/19,1,14
Twitter Ads,SN_Wettbewerber,02/25/19,0,9
Twitter Ads,SN_Wettbewerber,02/28/19,1,30
Twitter Ads,SN_Wettbewerber,03/03/19,0,13
Twitter Ads,SN_Wettbewerber,03/06/19,0,20
Twitter Ads,SN_Wettbewerber,03/09/19,0,4
Twitter Ads,SN_Wettbewerber,03/12/19,0,11
Twitter Ads,SN_Wettbewerber,03/15/19,1,19
Twitter Ads,SN_Wettbewerber,03/18/19,0,9
Twitter Ads,SN_Wettbewerber,03/21/19,0,44
Twitter Ads,SN_Wettbewerber,03/24/19,0,25
Twitter Ads,SN_Wettbewerber,03/27/19,0,19
Twitter Ads,SN_Wettbewerber,03/30/19,0,15
Twitter Ads,SN_Wettbewerber,04/02/19,1,38
Twitter Ads,SN_Wettbewerber,04/05/19,1,42
Twitter Ads,SN_Wettbewerber,04/08/19,0,7
Twitter Ads,SN_Wettbewerber,04/11/19,0,31
Twitter Ads,SN_Wettbewerber,04/14/19,0,7
Twitter Ads,SN_Wettbewerber,04/17/19,0,34
Twitter Ads,SN_Wettbewerber,04/20/19,0,10
Twitter Ads,SN_Wettbewerber,04/23/19,0,13
Twitter Ads,SN_Wettbewerber,04/26/19,0,16
Twitter Ads,SN_Wettbewerber,04/29/19,0,20
Twitter Ads,SN_Wettbewerber,05/02/19,0,26
Twitter Ads,SN_Wettbewerber,05/05/19,3,16
Twitter Ads,SN_Wettbewerber,05/08/19,0,15
Twitter Ads,SN_Wettbewerber,05/11/19,0,15
Twitter Ads,SN_Wettbewerber,05/14/19,0,49
Twitter Ads,SN_Wettbewerber,05/17/19,1,11
Twitter Ads,SN_Wettbewerber,05/20/19,0,22
Twitter Ads,SN_Wettbewerber,05/23/19,0,18
Twitter Ads,SN_Wettbewerber,05/26/19,0,11
Twitter Ads,SN_Wettbewerber,05/29/19,0,26
Twitter Ads,SN_Wettbewerber,06/01/19,1,32
Twitter Ads,SN_Wettbewerber,06/04/19,0,33
Twitter Ads,SN_Wettbewerber,06/07/19,2,25
Twitter Ads,SN_Wettbewerber,06/10/19,0,42
Twitter Ads,SN_Wettbewerber,06/13/19,1,34
Twitter Ads,SN_Wettbewerber,06/16/19,0,10
Twitter Ads,SN_Wettbewerber,06/19/19,1,27
Twitter Ads,SN_Wettbewerber,06/22/19,1,28
Twitter Ads,SN_Wettbewerber,06/25/19,0,33
Twitter Ads,SN_Wettbewerber,06/28/19,0,16
Twitter Ads,SN_Wettbewerber,07/01/19,0,25
Twitter Ads,SN_Wettbewerber,07/04/19,1,16
Twitter Ads,SN_Wettbewerber,07/07/19,2,15
Twitter Ads,SN_Wettbewerber,07/10/19,0,33
Twitter Ads,SN_Wettbewerber,07/13/19,0,13
Twitter Ads,SN_Wettbewerber,07/16/19,1,30
Twitter Ads,SN_Wettbewerber,07/19/19,0,22
Twitter Ads,SN_Wettbewerber,07/22/19,0,20
Twitter Ads,SN_Wettbewerber,07/25/19,0,18
Twitter Ads,SN_Wettbewerber,07/28/19,0,12
Twitter Ads,SN_Wettbewerber,07/31/19,1,10
Twitter Ads,SN_Wettbewerber,08/03/19,0,13
Twitter Ads,SN_Wettbewerber,08/06/19,0,18
Twitter Ads,SN_Wettbewerber,08/09/19,4,473
Twitter Ads,SN_Wettbewerber,08/12/19,4,365
Twitter Ads,SN_Wettbewerber,08/15/19,6,543
Twitter Ads,SN_Wettbewerber,08/18/19,4,700
Twitter Ads,SN_Wettbewerber,08/21/19,5,888
Twitter Ads,SN_Wettbewerber,08/24/19,6,425
Twitter Ads,SN_Wettbewerber,08/27/19,6,990
Twitter Ads,SN_Wettbewerber,08/30/19,3,547
Twitter Ads,SN_Wettbewerber,09/02/19,6,519
Twitter Ads,SN_Wettbewerber,09/05/19,6,113
Twitter Ads,SN_Wettbewerber,09/08/19,5,656
Twitter Ads,SN_Wettbewerber,09/11/19,8,783
Twitter Ads,SN_Wettbewerber,09/14/19,7,224
Twitter Ads,SN_Wettbewerber,09/17/19,4,776
Twitter Ads,SN_Wettbewerber,09/20/19,4,322
Twitter Ads,SN_Wettbewerber,09/23/19,6,514
Twitter Ads,SN_Wettbewerber,09/26/19,4,590
Twitter Ads,SN_Wettbewerber,09/29/19,4,387
Twitter Ads,SN_Wettbewerber,10/02/19,7,385
Twitter Ads,SN_Wettbewerber,10/05/19,4,405
Twitter Ads,SN_Wettbewerber,10/08/19,5,552
Twitter Ads,SN_Wettbewerber,10/11/19,0,738
Twitter Ads,SN_Wettbewerber,10/14/19,6,485
Twitter Ads,SN_Wettbewerber,10/17/19,5,457
Twitter Ads,SN_Wettbewerber,10/20/19,3,363
Twitter Ads,SN_Wettbewerber,10/23/19,4,850
Twitter Ads,SN_Wettbewerber,10/26/19,6,510
Twitter Ads,SN_Wettbewerber,10/29/19,3,882
Twitter Ads,SN_Wettbewerber,11/01/19,6,427
Twitter Ads,SN_Wettbewerber,11/04/19,4,944
Twitter Ads,SN_Wettbewerber,11/07/19,5,730
Twitter Ads,SN_Wettbewerber,11/10/19,7,779
Twitter Ads,SN_Wettbewerber,11/13/19,17,1313
Twitter Ads,SN_Wettbewerber,11/16/19,15,991
Twitter Ads,SN_Wettbewerber,11/19/19,18,1657
Twitter Ads,SN_Wettbewerber,11/22/19,6,605
Twitter Ads,SN_Wettbewerber,11/25/19,4,595
Twitter Ads,SN_Wettbewerber,11/28/19,5,667
Twitter Ads,SN_Wettbewerber,12/01/19,7,562
Twitter Ads,SN_Wettbewerber,12/04/19,6,420
Twitter Ads,SN_Wettbewerber,12/07/19,7,601
Twitter Ads,SN_Wettbewerber,12/10/19,7,639
Twitter Ads,SN_Wettbewerber,12/13/19,0,125
Twitter Ads,SN_Wettbewerber,12/16/19,2,169
Twitter Ads,SN_Wettbewerber,12/19/19,1,76
Twitter Ads,SN_Wettbewerber,12/22/19,0,137
Twitter Ads,SN_Wettbewerber,12/25/19,0,87
Twitter Ads,SN_Wettbewerber,12/28/19,1,138
Twitter Ads,SN_Wettbewerber,12/31/19,1,47
Twitter Ads,SN_Wettbewerber,01/03/20,1,149
Twitter Ads,SN_Wettbewerber,01/06/20,3,224
Twitter Ads,SN_Wettbewerber,01/09/20,1,153
Twitter Ads,SN_Wettbewerber,01/12/20,0,166
Twitter Ads,SN_Wettbewerber,01/15/20,2,285
Twitter Ads,SN_Wettbewerber,01/18/20,3,127
Twitter Ads,SN_Wettbewerber,01/21/20,3,171
Twitter Ads,SN_Wettbewerber,01/24/20,1,178
Twitter Ads,SN_Wettbewerber,01/27/20,2,227
Twitter Ads,SN_Wettbewerber,01/30/20,1,189
Twitter Ads,SN_Wettbewerber,02/02/20,2,192
Twitter Ads,SN_Wettbewerber,02/05/20,1,243
Twitter Ads,SN_Wettbewerber,02/08/20,0,137
Twitter Ads,SN_Wettbewerber,02/11/20,2,88
Twitter Ads,SN_Wettbewerber,02/14/20,0,61
Twitter Ads,Touring-Set,07/29/19,31,1858
Twitter Ads,Touring-Set,08/01/19,10,1228
Twitter Ads,Touring-Set,08/04/19,11,1010
Twitter Ads,Touring-Set,08/07/19,18,970
Twitter Ads,Touring-Set,08/10/19,30,1173
Twitter Ads,Touring-Set,08/13/19,29,1057
Twitter Ads,Touring-Set,08/16/19,23,1168
Twitter Ads,Touring-Set,08/19/19,17,841
Twitter Ads,Touring-Set,08/22/19,22,716
Twitter Ads,Touring-Set,08/25/19,18,744
Twitter Ads,Touring-Set,08/28/19,18,575
Twitter Ads,Touring-Set,08/31/19,26,900
Twitter Ads,Touring-Set,09/03/19,12,585
Twitter Ads,Touring-Set,09/06/19,8,588
Twitter Ads,Touring-Set,09/09/19,5,383
Twitter Ads,Touring-Set,09/12/19,7,408
Twitter Ads,Touring-Set,09/15/19,2,323
Twitter Ads,Touring-Set,09/18/19,6,263
Twitter Ads,Touring-Set,09/21/19,12,469
Twitter Ads,Touring-Set,09/24/19,7,329
Twitter Ads,Touring-Set,09/27/19,4,298
Twitter Ads,Touring-Set,09/30/19,12,380
Twitter Ads,Touristik City Guide,01/02/19,75,1457
Twitter Ads,Touristik City Guide,03/03/19,145,3219
Twitter Ads,Touristik City Guide,03/06/19,211,4821
Twitter Ads,Touristik City Guide,03/09/19,228,3821
Twitter Ads,Touristik City Guide,03/12/19,240,4585
Twitter Ads,Touristik City Guide,03/15/19,228,4298
Twitter Ads,Touristik City Guide,03/18/19,201,4078
Twitter Ads,Touristik City Guide,03/21/19,231,3837
Twitter Ads,Touristik City Guide,03/24/19,177,4015
Twitter Ads,Touristik City Guide,03/27/19,221,3686
Twitter Ads,Touristik City Guide,03/30/19,183,3296
Twitter Ads,Touristik City Guide,04/02/19,142,2658
Twitter Ads,Touristik City Guide,04/05/19,177,3272
Twitter Ads,Touristik City Guide,04/08/19,193,3437
Twitter Ads,Touristik City Guide,04/11/19,187,3130
Twitter Ads,Touristik City Guide,04/14/19,160,2694
Twitter Ads,Touristik City Guide,04/17/19,166,2939
Twitter Ads,Touristik City Guide,04/20/19,144,2493
Twitter Ads,Touristik City Guide,04/23/19,181,2540
Twitter Ads,Touristik City Guide,04/26/19,217,6071
Twitter Ads,Touristik City Guide,04/29/19,154,5578
Twitter Ads,Touristik City Guide,05/02/19,212,5854
Twitter Ads,Touristik City Guide,05/05/19,171,4634
Twitter Ads,Touristik City Guide,05/08/19,174,3927
Twitter Ads,Touristik City Guide,05/11/19,156,4681
Twitter Ads,Touristik City Guide,05/14/19,198,4528
Twitter Ads,Touristik City Guide,05/17/19,193,3173
Twitter Ads,Touristik City Guide,05/20/19,175,4642
Twitter Ads,Touristik City Guide,05/23/19,229,4782
Twitter Ads,Touristik City Guide,05/26/19,146,3631
Twitter Ads,Touristik City Guide,05/29/19,225,6039
Twitter Ads,Touristik City Guide,06/01/19,183,10564
Twitter Ads,Touristik City Guide,06/04/19,204,10436
Twitter Ads,Touristik City Guide,06/07/19,169,10045
Twitter Ads,Touristik City Guide,06/10/19,193,9651
Twitter Ads,Touristik City Guide,06/13/19,202,9924
Twitter Ads,Touristik City Guide,06/16/19,126,4753
Twitter Ads,Touristik City Guide,06/19/19,169,5506
Twitter Ads,Touristik City Guide,06/22/19,136,4074
Twitter Ads,Touristik City Guide,06/25/19,237,6528
Twitter Ads,Touristik City Guide,06/28/19,151,4191
Twitter Ads,Touristik City Guide,07/01/19,55,1905
Twitter Ads,Touristik City Guide,07/04/19,167,6476
Twitter Ads,Touristik City Guide,07/07/19,119,4432
Twitter Ads,Touristik City Guide,07/10/19,156,6236
Twitter Ads,Touristik City Guide,07/13/19,207,7873
Twitter Ads,Touristik City Guide,07/16/19,267,8119
Twitter Ads,Touristik City Guide,07/19/19,255,9023
Twitter Ads,Touristik City Guide,07/22/19,325,8899
Twitter Ads,Touristik City Guide,07/25/19,356,7626
Twitter Ads,Touristik City Guide,07/28/19,305,9031
Twitter Ads,Touristik City Guide,07/31/19,408,8538
Twitter Ads,Touristik City Guide,08/03/19,285,7627
Twitter Ads,Touristik City Guide,08/06/19,361,8761
Twitter Ads,Touristik City Guide,08/09/19,417,11876
Twitter Ads,Touristik City Guide,08/12/19,414,9323
Twitter Ads,Touristik City Guide,08/15/19,378,10013
Twitter Ads,Touristik City Guide,08/18/19,310,7412
Twitter Ads,Touristik City Guide,08/21/19,369,8600
Twitter Ads,Touristik City Guide,08/24/19,286,8403
Twitter Ads,Touristik City Guide,08/27/19,363,9418
Twitter Ads,Touristik City Guide,08/30/19,331,8737
Twitter Ads,Touristik City Guide,09/02/19,298,8092
Twitter Ads,Touristik City Guide,09/05/19,300,7231
Twitter Ads,Touristik City Guide,09/08/19,136,3485
Twitter Ads,Touristik City Guide,09/11/19,179,5258
Twitter Ads,Touristik City Guide,09/14/19,157,4519
Twitter Ads,Touristik City Guide,09/17/19,193,5807
Twitter Ads,Touristik City Guide,09/20/19,187,5132
Twitter Ads,Touristik City Guide,09/23/19,188,5115
Twitter Ads,Touristik City Guide,09/26/19,192,5594
Twitter Ads,Touristik City Guide,09/29/19,162,3875
Twitter Ads,Touristik City Guide,10/02/19,216,5622
Twitter Ads,Touristik City Guide,10/05/19,194,4329
Twitter Ads,Touristik City Guide,10/08/19,232,5869
Twitter Ads,Touristik City Guide,10/11/19,194,5165
Twitter Ads,Touristik City Guide,10/14/19,207,5334
Twitter Ads,Touristik City Guide,10/17/19,190,5740
Twitter Ads,Touristik City Guide,10/20/19,161,4257
Twitter Ads,Touristik City Guide,10/23/19,256,7032
Twitter Ads,Touristik City Guide,10/26/19,181,5195
Twitter Ads,Touristik City Guide,10/29/19,234,6469
Twitter Ads,Touristik City Guide,11/01/19,186,4805
Twitter Ads,Touristik City Guide,11/04/19,194,5460
Twitter Ads,Touristik City Guide,11/07/19,135,4435
Twitter Ads,Touristik City Guide,11/10/19,107,3381
Twitter Ads,Touristik City Guide,11/13/19,180,4891
Twitter Ads,Touristik City Guide,11/16/19,122,3292
Twitter Ads,Touristik City Guide,11/19/19,158,4889
Twitter Ads,Touristik City Guide,11/22/19,163,3938
Twitter Ads,Touristik City Guide,11/25/19,157,4099
Twitter Ads,Touristik City Guide,11/28/19,163,4258
Twitter Ads,Touristik City Guide,12/01/19,58,1794
Twitter Ads,Touristik City Guide,12/04/19,130,3038
Twitter Ads,Touristik City Guide,12/07/19,58,1973
Twitter Ads,Touristik City Guide,12/10/19,87,2835
Twitter Ads,Touristik City Guide,12/13/19,43,1983
Twitter Ads,Touristik City Guide,12/16/19,71,2066
Twitter Ads,Touristik City Guide,12/19/19,53,2098
Twitter Ads,Touristik City Guide,12/22/19,31,1380
Twitter Ads,Touristik City Guide,12/25/19,73,2085
Twitter Ads,Touristik City Guide,12/28/19,99,2662
Twitter Ads,Touristik City Guide,12/31/19,62,1548
Twitter Ads,Touristik City Guide_Android,03/10/19,10,219
Twitter Ads,Touristik City Guide_Android,03/13/19,4,176
Twitter Ads,Touristik City Guide_Android,03/16/19,3,215
Twitter Ads,Touristik City Guide_Android,03/19/19,3,231
Twitter Ads,Touristik City Guide_Android,03/22/19,0,233
Twitter Ads,Touristik City Guide_Android,03/25/19,1,238
Twitter Ads,Touristik City Guide_Android,03/28/19,4,229
Twitter Ads,Touristik City Guide_Android,03/31/19,1,254
Twitter Ads,Touristik City Guide_Android,04/03/19,5,205
Twitter Ads,Touristik City Guide_Android,04/06/19,4,212
Twitter Ads,Touristik City Guide_Android,04/09/19,1,221
Twitter Ads,Touristik City Guide_Android,06/21/19,8,326
Twitter Ads,Touristik City Guide_Android,06/24/19,10,529
Twitter Ads,Touristik City Guide_Android,06/27/19,9,518
Twitter Ads,Touristik City Guide_Android,06/30/19,22,624
Twitter Ads,Touristik City Guide_Android,07/03/19,15,510
Twitter Ads,Touristik City Guide_Android,07/13/19,11,644
Twitter Ads,Touristik City Guide_Android,07/16/19,22,655
Twitter Ads,Touristik City Guide_Android,07/19/19,15,573
Twitter Ads,Touristik City Guide_Android,07/22/19,18,600
Twitter Ads,Touristik City Guide_Android,07/25/19,18,571
Twitter Ads,Touristik City Guide_Android,07/28/19,10,615
Twitter Ads,Touristik City Guide_Android,07/31/19,21,582
Twitter Ads,Touristik City Guide_Android,08/03/19,20,567
Twitter Ads,Touristik City Guide_Android,08/06/19,21,386
Twitter Ads,Touristik City Guide_Android,08/09/19,29,519
Twitter Ads,Touristik City Guide_Android,08/12/19,22,570
Twitter Ads,Touristik City Guide_Android,08/15/19,30,530
Twitter Ads,Touristik City Guide_Android,08/18/19,23,620
Twitter Ads,Touristik City Guide_Android,08/21/19,25,563
Twitter Ads,Touristik City Guide_Android,08/24/19,27,743
Twitter Ads,Touristik City Guide_Android,08/27/19,23,727
Twitter Ads,Touristik City Guide_Android,08/30/19,20,621
Twitter Ads,Touristik City Guide_Android,09/02/19,12,412
Twitter Ads,Touristik City Guide_Android,09/05/19,16,405
Twitter Ads,Touristik City Guide_Android,09/08/19,14,632
Twitter Ads,Touristik City Guide_Android,09/11/19,11,262
Twitter Ads,Touristik City Guide_Android,09/14/19,5,310
Twitter Ads,Touristik City Guide_Android,09/17/19,11,279
Twitter Ads,Touristik City Guide_Android,09/20/19,4,243
Twitter Ads,Touristik City Guide_Android,09/23/19,5,219
Twitter Ads,Touristik City Guide_Android,09/26/19,6,204
Twitter Ads,Touristik City Guide_Android,09/29/19,10,241
Twitter Ads,Touristik City Guide_Android,10/02/19,6,224
Twitter Ads,Touristik City Guide_Android,10/05/19,6,249
Twitter Ads,Touristik City Guide_Android,10/08/19,6,261
Twitter Ads,Touristik City Guide_Android,10/11/19,7,210
Twitter Ads,Touristik City Guide_Android,10/14/19,5,213
Twitter Ads,Touristik City Guide_Android,10/17/19,17,107
Twitter Ads,Touristik City Guide_Android,10/20/19,12,262
Twitter Ads,Touristik City Guide_Android,10/23/19,12,230
Twitter Ads,Touristik City Guide_Android,10/26/19,14,269
Twitter Ads,Touristik City Guide_Android,10/29/19,11,259
Twitter Ads,Touristik City Guide_Android,11/01/19,13,348
Twitter Ads,Touristik City Guide_Android,11/04/19,6,196
Twitter Ads,Touristik City Guide_Android,11/07/19,8,197
Twitter Ads,Touristik City Guide_Android,11/10/19,9,254
Twitter Ads,Touristik City Guide_Android,11/13/19,8,224
Twitter Ads,Touristik City Guide_Android,11/16/19,4,196
Twitter Ads,Touristik City Guide_Android,11/19/19,8,198
Twitter Ads,Touristik City Guide_Android,11/22/19,2,157
Twitter Ads,Touristik City Guide_Android,11/25/19,7,191
Twitter Ads,Touristik City Guide_Android,11/28/19,3,140
Twitter Ads,Touristik City Guide_iOS,03/08/19,0,2
Twitter Ads,Touristik City Guide_iOS,03/13/19,0,4
Twitter Ads,Touristik City Guide_iOS,03/16/19,0,9
Twitter Ads,Touristik City Guide_iOS,03/19/19,0,9
Twitter Ads,Touristik City Guide_iOS,03/22/19,1,84
Twitter Ads,Touristik City Guide_iOS,03/25/19,3,99
Twitter Ads,Touristik City Guide_iOS,03/28/19,0,107
Twitter Ads,Touristik City Guide_iOS,03/31/19,2,125
Twitter Ads,Touristik City Guide_iOS,04/03/19,1,76
Twitter Ads,Touristik City Guide_iOS,04/06/19,1,90
Twitter Ads,Touristik City Guide_iOS,04/09/19,1,85
Twitter Ads,Touristik Routenplaner,03/14/19,978,5669
Twitter Ads,Touristik Routenplaner,03/17/19,1105,3371
Twitter Ads,Touristik Routenplaner,03/20/19,1115,4196
Twitter Ads,Touristik Routenplaner,03/23/19,1261,5519
Twitter Ads,Touristik Routenplaner,03/26/19,1368,6084
Twitter Ads,Touristik Routenplaner,03/29/19,1603,5964
Twitter Ads,Touristik Routenplaner,04/01/19,1617,5859
Twitter Ads,Touristik Routenplaner,04/04/19,1919,7271
Twitter Ads,Touristik Routenplaner,04/07/19,1787,7157
Twitter Ads,Touristik Routenplaner,04/10/19,1530,6558
Twitter Ads,Touristik Routenplaner,04/13/19,1965,7147
Twitter Ads,Touristik Routenplaner,04/16/19,1086,7102
Twitter Ads,Touristik Routenplaner,04/19/19,1558,9424
Twitter Ads,Touristik Routenplaner,04/22/19,1147,7711
Twitter Ads,Touristik Routenplaner,04/25/19,1608,8612
Twitter Ads,Touristik Routenplaner,04/28/19,2005,11551
Twitter Ads,Touristik Routenplaner,05/02/19,908,6311
Twitter Ads,Touristik Routenplaner,05/05/19,1694,11268
Twitter Ads,Touristik Routenplaner,05/08/19,1001,7767
Twitter Ads,Touristik Routenplaner,05/11/19,1403,11866
Twitter Ads,Touristik Routenplaner,05/14/19,919,7224
Twitter Ads,Touristik Routenplaner,05/17/19,1462,13131
Twitter Ads,Touristik Routenplaner,05/20/19,1416,11309
Twitter Ads,Touristik Routenplaner,05/23/19,1883,15206
Twitter Ads,Touristik Routenplaner,05/26/19,2203,15085
Twitter Ads,Touristik Routenplaner,05/29/19,1927,13685
Twitter Ads,Touristik Routenplaner,06/01/19,2097,12317
Twitter Ads,Touristik Routenplaner,06/04/19,1536,10539
Twitter Ads,Touristik Routenplaner,06/07/19,2077,16413
Twitter Ads,Touristik Routenplaner,06/10/19,1952,13225
Twitter Ads,Touristik Routenplaner,06/13/19,2115,16052
Twitter Ads,Touristik Routenplaner,06/16/19,2128,15051
Twitter Ads,Touristik Routenplaner,06/19/19,2036,13504
Twitter Ads,Touristik Routenplaner,06/22/19,2284,13667
Twitter Ads,Touristik Routenplaner,06/25/19,2011,11768
Twitter Ads,Touristik Routenplaner,06/28/19,2610,14433
Twitter Ads,Touristik Routenplaner,07/01/19,2761,15485
Twitter Ads,Touristik Routenplaner,07/04/19,3666,18886
Twitter Ads,Touristik Routenplaner,07/07/19,3155,17081
Twitter Ads,Touristik Routenplaner,07/10/19,2317,15785
Twitter Ads,Touristik Routenplaner,07/13/19,3775,24538
Twitter Ads,Touristik Routenplaner,07/16/19,4160,23363
Twitter Ads,Touristik Routenplaner,07/19/19,5006,26547
Twitter Ads,Touristik Routenplaner,07/22/19,5037,20363
Twitter Ads,Touristik Routenplaner,07/25/19,5376,23647
Twitter Ads,Touristik Routenplaner,07/28/19,5062,22645
Twitter Ads,Touristik Routenplaner,07/31/19,4803,19982
Twitter Ads,Touristik Routenplaner,08/03/19,4660,22532
Twitter Ads,Touristik Routenplaner,08/06/19,4487,19638
Twitter Ads,Touristik Routenplaner,08/09/19,2604,11321
Twitter Ads,Touristik Routenplaner,08/12/19,2617,9348
Twitter Ads,Touristik Routenplaner,08/15/19,2696,11440
Twitter Ads,Touristik Routenplaner,08/18/19,2558,9379
Twitter Ads,Touristik Routenplaner,08/21/19,2594,12110
Twitter Ads,Touristik Routenplaner,08/24/19,2532,9313
Twitter Ads,Touristik Routenplaner,08/27/19,2629,10722
Twitter Ads,Touristik Routenplaner,08/30/19,2438,8682
Twitter Ads,Touristik Routenplaner,09/02/19,2346,10184
Twitter Ads,Touristik Routenplaner,09/05/19,2185,8054
Twitter Ads,Touristik Routenplaner,09/08/19,2153,9279
Twitter Ads,Touristik Routenplaner,09/11/19,2072,7817
Twitter Ads,Touristik Routenplaner,09/14/19,2044,7655
Twitter Ads,Touristik Routenplaner,09/17/19,2186,10064
Twitter Ads,Touristik Routenplaner,09/20/19,4556,19219
Twitter Ads,Touristik Routenplaner,09/23/19,4575,22308
Twitter Ads,Touristik Routenplaner,09/26/19,5583,28725
Twitter Ads,Touristik Routenplaner,09/29/19,4325,23642
Twitter Ads,Touristik Routenplaner,10/02/19,5373,30244
Twitter Ads,Touristik Routenplaner,10/05/19,5436,27604
Twitter Ads,Touristik Routenplaner,10/08/19,5579,26229
Twitter Ads,Touristik Routenplaner,10/11/19,5508,27324
Twitter Ads,Touristik Routenplaner,10/14/19,4627,24139
Twitter Ads,Touristik Routenplaner,10/17/19,2002,10814
Twitter Ads,Touristik Routenplaner,10/20/19,2017,9553
Twitter Ads,Touristik Routenplaner,10/23/19,2100,9846
Twitter Ads,Touristik Routenplaner,10/26/19,1975,8273
Twitter Ads,Touristik Routenplaner,10/29/19,1976,9111
Twitter Ads,Touristik Routenplaner,11/01/19,1994,9644
Twitter Ads,Touristik Routenplaner,11/04/19,2239,10811
Twitter Ads,Touristik Routenplaner,11/07/19,734,3511
Twitter Ads,Touristik Routenplaner,11/10/19,766,3255
Twitter Ads,Touristik Routenplaner,11/13/19,652,3468
Twitter Ads,Touristik Routenplaner,11/16/19,721,3091
Twitter Ads,Touristik Routenplaner,11/19/19,684,2612
Twitter Ads,Touristik Routenplaner,11/22/19,681,2669
Twitter Ads,Touristik Routenplaner,11/25/19,671,2609
Twitter Ads,Touristik Routenplaner,11/28/19,650,2981
Twitter Ads,Touristik Routenplaner,12/01/19,775,3490
